reference_ri,compound_name,source_database,source_record_id,inchikey,plant_source,literature_reference,column_name,stationary_phase,index_type,instrument_type,spectrum_available,source_file,method_notes
1394.0,ylangene (alpha-),MoNA Volatile FiehnLib,FiehnLibVolatile0102,VLXDPFLIRFYIME-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1394.0,cis-jasmone,RI_Library,RI_Library.csv:326,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1396.0,Z-jasmone,RI_Library,RI_Library.csv:327,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1397.0,tetradecene (1-),MoNA Volatile FiehnLib,FiehnLibVolatile0119,HFDVRLIODXPAHB-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1398.0,ethyl decanoate,MoNA Volatile FiehnLib,FiehnLibVolatile0036,RGXWDWUGBIJHDO-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1399.0,"1,7-di-epi-a-cedrene",RI_Library,RI_Library.csv:328,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1400.0,tetradecane,IPPN-UFRJ measured n-alkane standards,IPPN-STD-C14,,,"Measured C8–C30 n-alkane calibration supplied by Ricardo M Borges, IPPN-UFRJ",DB-5MS,5% phenyl / 95% dimethylpolysiloxane,linear retention index; n-alkane calibration point,GC-MS,not provided,KOVATS_from_MZMine2.53(1).csv,"Known n-alkane standard; measured RT 1428.00 s (23.8000 min). RI 1400 by definition at this calibration point. Same-run calibration, not independent validation of compound identity."
1400.0,damascenone (e-beta),MoNA Volatile FiehnLib,FiehnLibVolatile0076,POIARNZEYGURDG-FNORWQNLSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1402.0,methyleugenol,RI_Library,RI_Library.csv:329,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1403.0,italicene,RI_Library,RI_Library.csv:330,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1403.0,methyleugenol,RI_Library,RI_Library.csv:331,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1404.0,methyl decyl ketone,MoNA Volatile FiehnLib,FiehnLibVolatile0157,LSKONYYRONEBKA-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1404.0,longifolene (or p-isocornene),RI_Library,RI_Library.csv:332,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1405.0,tetradecane,MoNA Volatile FiehnLib,FiehnLibVolatile0183,BGHCVCJVXZWKCC-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1405.0,β-isocomene,RI_Library,RI_Library.csv:333,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1408.0,n-dodecanal,RI_Library,RI_Library.csv:334,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1410.0,a-gurjunene,RI_Library,RI_Library.csv:335,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1411.0,carvone hydrate,MoNA Volatile FiehnLib,FiehnLibVolatile0062,DJOOMNLGIUGRKD-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1411.0,a-cedrene,RI_Library,RI_Library.csv:336,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1411.0,a-cedrene,RI_Library,RI_Library.csv:337,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1412.0,a-cedrene,RI_Library,RI_Library.csv:338,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1414.0,Surfynol (surfactant),MoNA Volatile FiehnLib,FiehnLibVolatile0054,NECRQCBKTGZNMH-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1414.0,caryophyllene (z-),MoNA Volatile FiehnLib,FiehnLibVolatile0166,NPNUFJAVOOONJE-BLOBHPOZSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1415.0,cis-a-bergarnotene,RI_Library,RI_Library.csv:339,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1419.0,dodecanal,MoNA Volatile FiehnLib,FiehnLibVolatile0037,HFJRKMMYBMWEAD-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1419.0,β-caryophyllene,RI_Library,RI_Library.csv:340,,CELAS2,"Lucero et. al., in Sosebee, D. et. al. (Editors), 13th Wildland Shrub Symposium:  Shrubland Dynamics: Fire & Water, U.S. Department of Agriculture, Forest Service, Rocky Mountain Research Station., Lubbock, TX, USA, 2004, p. 142.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1419.0,β-caryophyllene,RI_Library,RI_Library.csv:341,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1419.0,β-caryophyllene,RI_Library,RI_Library.csv:342,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1419.0,β-caryophyllene,RI_Library,RI_Library.csv:343,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1420.0,β-caroyophyllene,RI_Library,RI_Library.csv:344,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1420.0,β-caryophyllene,RI_Library,RI_Library.csv:345,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1420.0,β-caryophyllene,RI_Library,RI_Library.csv:346,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1423.0,"cymene(2,5-dimethoxy-p-)",MoNA Volatile FiehnLib,FiehnLibVolatile0175,VTRMVHBUTNPBTP-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1429.0,methyl undecanoate,MoNA Volatile FiehnLib,FiehnLibVolatile0208,XPQPWPZFBULGKT-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1430.0,β-copaene,RI_Library,RI_Library.csv:347,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1431.0,damascone (e-beta-),MoNA Volatile FiehnLib,FiehnLibVolatile0077,BGTBFNDXYDYBEY-FNORWQNLSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1435.0,trans-a-bergamotene,RI_Library,RI_Library.csv:348,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1437.0,"guaiadiene (6,9-)",MoNA Volatile FiehnLib,FiehnLibVolatile0117,IFJYSOWCCJPUJS-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1437.0,trans-a-bergamotene,RI_Library,RI_Library.csv:349,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1437.0,trans-a-bergamotene,RI_Library,RI_Library.csv:350,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1437.0,trans-a-bergamotene,RI_Library,RI_Library.csv:351,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1438.0,trans-a-bergamotene,RI_Library,RI_Library.csv:352,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1440.0,a-guaiene,RI_Library,RI_Library.csv:353,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1440.0,aromadendrene,RI_Library,RI_Library.csv:354,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1446.0,Z-β-farnesene,RI_Library,RI_Library.csv:355,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1453.0,geranyl acetone,RI_Library,RI_Library.csv:356,,KOSP,current study,,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1454.0,a-humulene,RI_Library,RI_Library.csv:357,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1454.0,a-humulene,RI_Library,RI_Library.csv:358,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1454.0,a-humulene,RI_Library,RI_Library.csv:359,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1454.0,a-humulene,RI_Library,RI_Library.csv:360,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1455.0,a-humulene,RI_Library,RI_Library.csv:361,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1458.0,(E)-β-farnesene,RI_Library,RI_Library.csv:362,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1458.0,a-humulene,RI_Library,RI_Library.csv:363,,CELAS2,"Lucero et. al., in Sosebee, D. et. al. (Editors), 13th Wildland Shrub Symposium:  Shrubland Dynamics: Fire & Water, U.S. Department of Agriculture, Forest Service, Rocky Mountain Research Station., Lubbock, TX, USA, 2004, p. 142.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1459.0,(E)-β-farnesene,RI_Library,RI_Library.csv:364,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1459.0,sesquisabinene,RI_Library,RI_Library.csv:365,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1460.0,geranyl acetone,MoNA Volatile FiehnLib,FiehnLibVolatile0038,HNZUNIKWNYHEJJ-FMIVXFBMSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1461.0,seychellene,RI_Library,RI_Library.csv:366,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1462.0,allo-aromadendrene,RI_Library,RI_Library.csv:367,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1464.0,a-acoradiene,RI_Library,RI_Library.csv:368,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1469.0,"aristolochene (4,5-di-epi)",MoNA Volatile FiehnLib,FiehnLibVolatile0105,YONHOSLUBQJXPR-UMVBOHGHSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1469.0,dimethyl phthalate,MoNA Volatile FiehnLib,FiehnLibVolatile0059,NIQCNGHVCWTJSM-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1469.0,"drima-7,9(11)-diene",RI_Library,RI_Library.csv:369,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1473.0,gamma-gurjunene,RI_Library,RI_Library.csv:370,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1474.0,b-cadinene,RI_Library,RI_Library.csv:371,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1474.0,gamma-gurgenene,RI_Library,RI_Library.csv:372,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
